Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_031267	42979	Gordonia phage Lucky10	Gordonia phage Lucky10, complete genome
NC_031233	50346	Gordonia phage Kita	Gordonia phage Kita, complete genome
NC_031229	76972	Gordonia phage Hotorobo	Gordonia phage Hotorobo, complete genome
NC_031265	49894	Gordonia phage Guacamole	Gordonia phage Guacamole, complete genome
NC_031234	43982	Gordonia phage Emalyn	Gordonia phage Emalyn, complete genome
NC_031247	50636	Gordonia phage BetterKatz	Gordonia phage BetterKatz, complete genome
NC_031266	44872	Mycobacterium phage Phrann	Mycobacterium phage Phrann, complete genome
NC_031243	42395	Mycobacterium phage Xeno	Mycobacterium phage Xeno, complete genome
NC_031281	43516	Mycobacterium phage Panchino	Mycobacterium phage Panchino, complete genome
NC_031221	7323	Shuangao Insect Virus 1	Shuangao Insect Virus 1, segment L
NC_031222	4753	Shuangao Insect Virus 1	Shuangao Insect Virus 1, segment M
NC_031297	1116	Wuhan Fly Virus 1	Wuhan Fly Virus 1, segment S
NC_031277	52561	Mycobacterium phage ArcherNM	Mycobacterium phage ArcherNM, complete genome
NC_031256	53486	Mycobacterium phage Loser	Mycobacterium phage Loser, complete genome
NC_031262	54751	Mycobacterium phage Brocalys	Mycobacterium phage Brocalys, complete genome
NC_031257	52428	Mycobacterium phage Mulciber	Mycobacterium phage Mulciber, complete genome
NC_031253	77832	Mycobacterium phage Bipper	Mycobacterium phage Bipper, complete genome
NC_031246	43267	Klebsiella phage KpV71	Klebsiella phage KpV71, complete genome
NC_031254	58560	Arthrobacter phage Kitkat	Arthrobacter phage Kitkat, complete genome
NC_031231	58871	Arthrobacter phage KellEzio	Arthrobacter phage KellEzio, complete genome
NC_031218	4805	Shayang Spider Virus 1	Shayang Spider Virus 1, segment M
NC_031252	51290	Arthrobacter phage BarretLemon	Arthrobacter phage BarretLemon, complete genome
NC_031238	53411	Mycobacterium phage Catalina	Mycobacterium phage Catalina, complete genome
NC_031259	9924	Lishi Spider Virus 2	Lishi Spider Virus 2, complete genome
NC_031241	43293	Staphylococcus phage CNPx	Staphylococcus phage CNPx, complete genome
NC_031240	11541	Wuhan Louse Fly Virus 10	Wuhan Louse Fly Virus 10, complete genome
NC_031236	11165	Wuhan Insect virus 7	Wuhan Insect virus 7, complete genome
NC_031232	14191	Wuhan Insect virus 6	Wuhan Insect virus 6, complete genome
NC_031227	12734	Wuhan Insect virus 5	Wuhan Insect virus 5, complete genome
NC_031301	11103	Wuhan Louse Fly Virus 5	Wuhan Louse Fly Virus 5, complete genome
NC_031313	9549	Wuhan horsefly Virus	Wuhan horsefly Virus, segment 1
NC_031304	10306	Wuhan Tick Virus 1	Wuhan Tick Virus 1, complete genome
NC_031303	13706	Wuhan Mosquito Virus 9	Wuhan Mosquito Virus 9, complete genome
NC_031302	11370	Wuhan Louse Fly Virus 9	Wuhan Louse Fly Virus 9, complete genome
NC_031305	10833	Yongjia Tick Virus 2	Yongjia Tick Virus 2, complete genome
NC_031326	8126	Simian retrovirus 8	Simian retrovirus 8, complete genome
NC_031327	10588	Anopheles flavivirus variant 1	Anopheles flavivirus variant 1, complete genome
NC_031336	14623	Winged bean alphaendornavirus 1	Winged bean alphaendornavirus 1, complete genome
NC_031295	4454	Wuhan Fly Virus 1	Wuhan Fly Virus 1, segment M
NC_031296	1808	Wuchang Cockroach Virus 1	Wuchang Cockroach Virus 1, segment S
NC_031503	41981	Pigeon adenovirus 2	Pigeon adenovirus 2, complete genome
NC_031338	10056	Moku virus	Moku virus, complete genome
NC_031339	10154	Euphorbia ringspot virus	Euphorbia ringspot virus, complete genome
NC_031449	19406	Ceratobasidium endornavirus D	Ceratobasidium endornavirus D, complete genome
NC_031461	21004	Ceratobasidium endornavirus C	Ceratobasidium endornavirus C, complete genome
NC_031464	19293	Ceratobasidium endornavirus G	Ceratobasidium endornavirus G, complete genome
NC_031298	6779	Wuhan Fly Virus 1	Wuhan Fly Virus 1, segment L
NC_031463	23635	Ceratobasidium endornavirus B	Ceratobasidium endornavirus B, complete genome
NC_031462	15207	Ceratobasidium endornavirus A	Ceratobasidium endornavirus A, complete genome
NC_031465	360610	Golden Marseillevirus	Golden Marseillevirus, complete genome
NC_031687	9070	Centovirus AC	Centovirus AC, complete genome
NC_031276	7202	Wuhan Ant Virus	Wuhan Ant Virus, complete genome
NC_031686	9220	Corey virus	Corey virus, complete genome
NC_031293	6493	Wuchang Cockroach Virus 1	Wuchang Cockroach Virus 1, segment L
NC_031689	9875	Bradson virus	Bradson virus, complete genome
NC_031690	11308	Orgi virus	Orgi virus, complete genome
NC_031693	10025	Burke-Gilman virus	Burke-Gilman virus, complete genome
NC_031691	11238	Gata virus	Gata virus, complete genome
NC_031688	9018	Mosquito dicistrovirus	Mosquito dicistrovirus, complete genome
NC_023483	10176	Antheraea pernyi iflavirus	Antheraea pernyi iflavirus, complete genome
NC_031294	2636	Wuchang Cockroach Virus 1	Wuchang Cockroach Virus 1, segment M
NC_031290	898	Wenzhou Shrimp Virus 1	Wenzhou Shrimp Virus 1, segment S
NC_031292	2969	Wenzhou Shrimp Virus 1	Wenzhou Shrimp Virus 1, segment M
NC_031762	8885	Zucchini lethal chlorosis virus	Zucchini lethal chlorosis virus, segment L
NC_031752	11557	Botrytis cinerea betaendornavirus 1	Botrytis cinerea betaendornavirus 1, complete genome
NC_031756	8155	Equus caballus papillomavirus 8	Equus caballus papillomavirus 8, complete genome
NC_031287	6284	Wenzhou Shrimp Virus 1	Wenzhou Shrimp Virus 1, segment L
NC_031750	10562	Riptortus pedestris virus-1	Riptortus pedestris virus-1, complete genome
NC_031749	10193	King virus	King virus, complete genome
NC_031748	9850	Lodeiro virus	Lodeiro virus, complete genome
NC_031761	131855	Anticarsia gemmatalis multiple nucleopolyhedrovirus	Anticarsia gemmatalis multiple nucleopolyhedrovirus, complete genome
NC_031900	191983	Synechococcus phage S-CAM4	Synechococcus phage S-CAM4, complete genome
NC_031946	40443	Salmonella phage 103203_sal5	Salmonella phage 103203_sal5, complete genome
NC_031932	42702	Flavobacterium phage Fpv10	Flavobacterium phage Fpv10, complete genome
NC_031289	1790	Wenzhou Tick Virus	Wenzhou Tick Virus, segment S
NC_031288	4428	Wenzhou Tick Virus	Wenzhou Tick Virus, segment M
NC_031902	125114	Salmonella phage 100268_sal2	Salmonella phage 100268_sal2, complete genome
NC_031930	59518	Salmonella phage 118970_sal1	Salmonella phage 118970_sal1, complete genome
NC_031924	47564	Salmonella phage IME207	Salmonella phage IME207, complete genome
NC_031919	42696	Flavobacterium phage Fpv8	Flavobacterium phage Fpv8, complete genome
NC_031905	42894	Flavobacterium phage Fpv7	Flavobacterium phage Fpv7, complete genome
NC_031938	42820	Flavobacterium phage Fpv6	Flavobacterium phage Fpv6, complete genome
NC_031285	5147	Tacheng Tick Virus 1	Tacheng Tick Virus 1, segment M
NC_031921	42696	Flavobacterium phage Fpv5	Flavobacterium phage Fpv5, complete genome
NC_031904	88421	Flavobacterium phage Fpv3	Flavobacterium phage Fpv3, complete genome
NC_031912	89937	Flavobacterium phage Fpv20	Flavobacterium phage Fpv20, complete genome
NC_031931	89010	Flavobacterium phage Fpv2	Flavobacterium phage Fpv2, complete genome
NC_031945	42696	Flavobacterium phage Fpv11	Flavobacterium phage Fpv11, complete genome
NC_031922	174830	Synechococcus phage S-CAM9	Synechococcus phage S-CAM9, complete genome
NC_031927	216121	Synechococcus phage S-CAM7	Synechococcus phage S-CAM7, complete genome
NC_031906	198190	Synechococcus phage S-CAM3	Synechococcus phage S-CAM3, complete genome
NC_031903	172345	Synechococcus phage S-CAM22	Synechococcus phage S-CAM22, complete genome
NC_031928	169936	Escherichia phage WG01	Escherichia phage WG01, complete genome
NC_031934	168929	Escherichia phage MX01	Escherichia phage MX01, complete genome
NC_031935	186386	Synechococcus phage S-WAM2	Synechococcus phage S-WAM2, complete genome
NC_031944	185102	Synechococcus phage S-WAM1	Synechococcus phage S-WAM1, complete genome
NC_031940	77375	Salmonella phage 118970_sal3	Salmonella phage 118970_sal3, complete genome
NC_031286	1840	Tacheng Tick Virus 1	Tacheng Tick Virus 1, segment S
NC_031316	2804	Wuhan horsefly Virus	Wuhan horsefly Virus, segment 2
NC_031314	1698	Wuhan horsefly Virus	Wuhan horsefly Virus, segment 4
NC_031943	40470	Escherichia phage vB_EcoP_GA2A	Escherichia phage vB_EcoP_GA2A, complete genome
NC_031907	33181	Streptococcus phage phiARI0746	Streptococcus phage phiARI0746, complete genome
NC_031915	37395	Streptococcus phage phiARI0468-4	Streptococcus phage phiARI0468-4, complete genome
NC_031923	42186	Streptococcus phage phiARI0468-2	Streptococcus phage phiARI0468-2, complete genome
NC_031315	1889	Wuhan horsefly Virus	Wuhan horsefly Virus, segment 3
NC_031309	2073	Wuhan Mosquito Virus 2	Wuhan Mosquito Virus 2, segment M
NC_031929	41063	Streptococcus phage phiARI0468-1	Streptococcus phage phiARI0468-1, complete genome
NC_031942	40498	Streptococcus phage phiARI0462	Streptococcus phage phiARI0462, complete genome
NC_031913	41807	Streptococcus phage phiARI0460-1	Streptococcus phage phiARI0460-1, complete genome
NC_031941	34563	Streptococcus phage phiARI0131-2	Streptococcus phage phiARI0131-2, complete genome
NC_031311	2208	Wuhan Mosquito Virus 2	Wuhan Mosquito Virus 2, segment S
NC_031901	42927	Streptococcus phage phiARI0131-1	Streptococcus phage phiARI0131-1, complete genome
NC_031308	2217	Wuhan mosquito virus 1	Wuhan mosquito virus 1, segment M
NC_031310	2111	Wuhan mosquito virus 1	Wuhan mosquito virus 1, segment S
NC_031910	41887	Streptococcus phage phiARI0031	Streptococcus phage phiARI0031, complete genome
NC_031920	41105	Streptococcus phage phiARI0004	Streptococcus phage phiARI0004, complete genome
NC_031936	49979	Gordonia phage GAL1	Gordonia phage GAL1, complete genome
NC_031909	134927	Campylobacter phage PC14	Campylobacter phage PC14, complete genome
NC_031908	42685	Pseudoalteromonas phage PH1	Pseudoalteromonas phage PH1, complete genome
NC_031917	39949	Pseudoalteromonas phage BS5	Pseudoalteromonas phage BS5, complete genome
NC_031914	88994	Flavobacterium phage Fpv1	Flavobacterium phage Fpv1, complete genome
NC_031926	46575	Flavobacterium phage 2A	Flavobacterium phage 2A, complete genome
NC_031911	39290	Flavobacterium phage 1H	Flavobacterium phage 1H, complete genome
NC_031925	43788	Salmonella phage BPS11Q3	Salmonella phage BPS11Q3, complete genome
NC_031933	114180	Salmonella phage 118970_sal2	Salmonella phage 118970_sal2, complete genome
NC_031939	89817	Salmonella phage BPS15Q2	Salmonella phage BPS15Q2, complete genome
NC_031937	38979	Escherichia phage LM33_P1	Escherichia phage LM33_P1, segment I
NC_031918	45342	Salmonella phage 64795_sal3	Salmonella phage 64795_sal3, complete genome
NC_033464	164540	Sphenicid alphaherpesvirus 1	Sphenicid alphaherpesvirus 1, complete genome
NC_031955	11931	Lleida bat lyssavirus	Lleida bat lyssavirus, complete genome
NC_031950	10471	Guereza hepacivirus	Guereza hepacivirus, complete genome
NC_031958	10735	Rio Chico almendravirus	Rio Chico almendravirus, complete genome
NC_031957	10869	Coot Bay almendravirus	Coot Bay almendravirus, complete genome
NC_031312	6574	Wuhan Mosquito Virus 2	Wuhan Mosquito Virus 2, segment L
NC_031988	11919	Gannoruwa bat lyssavirus	Gannoruwa bat lyssavirus, complete genome
NC_032001	327147	Only Syngen Nebraska virus 5	Only Syngen Nebraska virus 5, complete genome
NC_018085	41992	Bacillus phage BtCS33	Bacillus phage BtCS33, complete genome
NC_032087	10623	Euscelidius variegatus virus 1	Euscelidius variegatus virus 1, complete genome
NC_032105	33562	Simian mastadenovirus WIV19	Simian mastadenovirus WIV19, complete genome
NC_031307	6474	Wuhan mosquito virus 1	Wuhan mosquito virus 1, segment L
NC_032107	28363	NL63-related bat coronavirus	NL63-related bat coronavirus, complete genome
NC_032111	163005	BeAn 58058 virus	BeAn 58058 virus, complete genome
NC_032112	9756	Bivalve RNA virus G1	Bivalve RNA virus G1, complete genome
NC_032113	8051	Bivalve RNA virus G2	Bivalve RNA virus G2, complete genome
NC_032127	12648	Beihai hepe-like virus 4	Beihai hepe-like virus 4, complete genome
NC_032128	10305	Wuhan spider virus 2	Wuhan spider virus 2, complete genome
NC_031306	2749	Synedrella leaf curl virus	Synedrella leaf curl virus, complete genome
NC_031322	1030	Yichang Insect virus	Yichang Insect virus, segment S
NC_031319	1454	Wutai mosquito phasivirus	Wutai mosquito phasivirus, segment S
NC_032124	10233	Shahe hepe-like virus 2	Shahe hepe-like virus 2, complete genome
NC_032129	8805	Beihai mollusks virus 1	Beihai mollusks virus 1, complete genome
NC_032125	9888	Beihai picorna-like virus 5	Beihai picorna-like virus 5, complete genome
NC_032123	9839	Shahe hepe-like virus 1	Shahe hepe-like virus 1, complete genome
NC_032222	11081	Hubei picorna-like virus 82	Hubei picorna-like virus 82, complete genome
NC_032209	10188	Hubei picorna-like virus 46	Hubei picorna-like virus 46, complete genome
NC_032221	8584	Hubei picorna-like virus 31	Hubei picorna-like virus 31, complete genome
NC_032186	8358	Hubei picorna-like virus 24	Hubei picorna-like virus 24, complete genome
NC_032245	13517	Hubei myriapoda virus 8	Hubei myriapoda virus 8, complete genome
NC_032242	16196	Hubei myriapoda virus 7	Hubei myriapoda virus 7, complete genome
NC_032215	12877	Hubei myriapoda virus 4	Hubei myriapoda virus 4, complete genome
NC_032180	10892	Hubei myriapoda virus 3	Hubei myriapoda virus 3, complete genome
NC_031320	6421	Yichang Insect virus	Yichang Insect virus, segment L
NC_032211	11177	Hubei myriapoda virus 2	Hubei myriapoda virus 2, complete genome
NC_032218	10283	Hubei myriapoda virus 1	Hubei myriapoda virus 1, complete genome
NC_032174	9073	Hubei leech virus 2	Hubei leech virus 2, complete genome
NC_032175	13072	Hubei earwig virus 3	Hubei earwig virus 3, complete genome
NC_032179	8729	Changjiang picorna-like virus 1	Changjiang picorna-like virus 1, complete genome
NC_032255	112536	Plodia interpunctella granulovirus	Plodia interpunctella granulovirus, complete genome
NC_031321	3278	Yichang Insect virus	Yichang Insect virus, segment M
NC_031340	2905	Grapevine geminivirus A	Grapevine geminivirus A, complete genome
NC_032270	8170	Soybean latent spherical virus	Soybean latent spherical virus, segment RA11
NC_032212	12839	Fusarium langsethiae hypovirus 1	Fusarium langsethiae hypovirus 1, complete genome
NC_032198	9512	Changjiang crawfish virus 4	Changjiang crawfish virus 4, complete genome
NC_032205	9107	Beihai picorna-like virus 73	Beihai picorna-like virus 73, complete genome
NC_032249	9214	Beihai picorna-like virus 70	Beihai picorna-like virus 70, complete genome
NC_032194	8507	Beihai picorna-like virus 62	Beihai picorna-like virus 62, complete genome
NC_031317	6754	Wutai mosquito phasivirus	Wutai mosquito phasivirus, segment L
NC_032192	9949	Beihai picorna-like virus 53	Beihai picorna-like virus 53, complete genome
NC_032181	8943	Beihai picorna-like virus 43	Beihai picorna-like virus 43, complete genome
NC_032206	8955	Beihai picorna-like virus 35	Beihai picorna-like virus 35, complete genome
NC_031318	3864	Wutai mosquito phasivirus	Wutai mosquito phasivirus, segment M
NC_031342	2348	Privet leaf blotch-associated virus	Privet leaf blotch-associated virus, segment 2
NC_032226	9110	Beihai picorna-like virus 15	Beihai picorna-like virus 15, complete genome
NC_032403	8518	Sanxia picorna-like virus 12	Sanxia picorna-like virus 12, complete genome
NC_032444	11035	Beihai barnacle virus 3	Beihai barnacle virus 3, complete genome
NC_032442	9154	Beihai barnacle virus 2	Beihai barnacle virus 2, complete genome
NC_032437	11540	Beihai anemone virus 1	Beihai anemone virus 1, complete genome
NC_032492	24648	Beihai Nido-like virus 2	Beihai Nido-like virus 2, complete genome
NC_031324	7753	Primate norovirus	Primate norovirus, complete genome
NC_031341	5377	Privet leaf blotch-associated virus	Privet leaf blotch-associated virus, segment 1
NC_032496	20278	Beihai Nido-like virus 1	Beihai Nido-like virus 1, complete genome
NC_032481	9054	Beihai mollusks virus 2	Beihai mollusks virus 2, complete genome
NC_032434	10256	Beihai mantis shrimp virus 5	Beihai mantis shrimp virus 5, complete genome
NC_032464	10177	Beihai mantis shrimp virus 4	Beihai mantis shrimp virus 4, complete genome
NC_032441	9599	Beihai mantis shrimp virus 3	Beihai mantis shrimp virus 3, complete genome
NC_032447	11959	Beihai mantis shrimp virus 2	Beihai mantis shrimp virus 2, complete genome
NC_032445	10973	Beihai mantis shrimp virus 1	Beihai mantis shrimp virus 1, complete genome
NC_032476	9925	Beihai hypo-like virus 1	Beihai hypo-like virus 1, complete genome
NC_032490	29385	Beihai hermit crab virus 4	Beihai hermit crab virus 4, complete genome
NC_032417	12996	Beihai hermit crab virus 3	Beihai hermit crab virus 3, complete genome
NC_032459	9888	Beihai hermit crab virus 1	Beihai hermit crab virus 1, complete genome
NC_032477	10128	Beihai hepe-like virus 9	Beihai hepe-like virus 9, complete genome
NC_031448	2632	Macroptilium common mosaic virus	Macroptilium common mosaic virus, segment A
NC_031453	2598	Macroptilium common mosaic virus	Macroptilium common mosaic virus, segment B
NC_032456	10084	Beihai hepe-like virus 8	Beihai hepe-like virus 8, complete genome
NC_032451	10817	Beihai hepe-like virus 10	Beihai hepe-like virus 10, complete genome
NC_032407	8175	Beihai echinoderm virus 1	Beihai echinoderm virus 1, complete genome
NC_032488	12469	Beihai blue swimmer crab virus 1	Beihai blue swimmer crab virus 1, complete genome
NC_032427	11058	Beihai barnacle virus 9	Beihai barnacle virus 9, complete genome
NC_032430	12395	Beihai barnacle virus 8	Beihai barnacle virus 8, complete genome
NC_032432	11112	Beihai barnacle virus 7	Beihai barnacle virus 7, complete genome
NC_032495	9840	Beihai paphia shell virus 4	Beihai paphia shell virus 4, complete genome
NC_032493	9521	Beihai paphia shell virus 3	Beihai paphia shell virus 3, complete genome
NC_032494	9528	Beihai paphia shell virus 2	Beihai paphia shell virus 2, complete genome
